Gene.symbol	CRC01	CRC02	CRC03	CRC04	CRC05	CRC06	CRC07	CRC08	CRC09	CRC10	CRC11	CRC12	CRC13	CRC14	CRC15	CRC16	CRC17	CRC18	CRC19	CRC20	CRC21	CRC22	CRC23	CRC24	CRC25	CRC26	CRC27	CRC28	CRC29	CRC30	CRC31	CRC32	CRC33	CRC34	CRC35
OPTC	0	0.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLET1	0	0	1.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKOR1	0.065	0	0	0.123	0.289	0.492	0.371	6.348	8.614	0.631	4.025	0	5.564	0.164	0	0.633	0.118	2.909	0	0	0.117	0	0	0	0.588	0	0	0	5.155	0	0.31	0	0.817	0	0
CATSPER4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRELP	0	0	0.819	0	0	0	0	0.461	0	4.16	0	0	1.83	0	0.167	0	0	0	0.093	0	0	0	0	0	0.458	0	0	6.549	0	0	0	0.476	0	1.943	17.452
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF548	4.855	3.333	2.62	1.316	4.51	5.442	4.893	2.465	13.404	5.61	4.327	20.051	3.34	4.255	11.443	2.798	1.888	1.84	0.649	8.6	0.553	0.045	0.356	10.174	3.542	0	2.692	0	3.498	1.484	1.425	0.593	1.544	2.492	0
MTF1	11.328	9.728	6.455	8.564	10.335	8.723	8.312	14.019	34.503	31.613	10.23	23.139	26.414	16.641	37.088	20.011	27.082	16.477	8.407	15.503	9.965	31.56	16.261	16.812	9.894	38.546	24.768	69.158	32.802	9.758	10.139	6.37	12.219	9.74	17.539
TMCO2	0	0	0	0	0.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA6	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0.415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.655	0
TMEM201	0.028	0.518	1.513	0.053	0.309	0.457	0.545	0.025	6.219	0	0	7.234	0.788	0.106	0	0.576	2.922	0.242	0.038	0	1.167	0	0	3.11	0.594	0.917	1.681	15.958	0.074	0.164	0.133	0	2.836	0.401	0
NHLRC3	6.918	2.959	2.169	1.667	1.412	2.329	3.815	4.602	9.646	0.305	2.813	10.573	1.819	6.346	7.296	4.384	13.323	1.769	1.789	2.077	0.532	11.707	4.576	19.246	3.112	0.682	13.043	22.124	1.841	3.478	1.731	0.285	1.256	1.96	10.853
HMX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC11	0	0.338	0	0	0	0	0.068	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALHM6	96.72	86.38	3.943	9.258	21.648	15.373	13.716	69.514	192.372	52.248	18.472	26.019	55.147	30.163	61.457	27.885	149.228	44.655	43.543	72.673	24.151	83.403	178.378	29.758	41.282	138.529	65.379	43.984	100.551	36.857	27.099	19.111	77.826	64.286	10.839
CNR2	2.672	1.521	2.048	1.122	2.706	1.63	6.641	9.411	0	0	4.38	2.747	6.484	5.596	0	1.978	1.208	2.617	1.522	2.095	5.888	16.066	0.104	12.371	1.289	0	6.005	3.665	23.632	0.218	2.199	0.347	0.279	0.531	0
LINC00910	2.246	4.956	0.91	1.389	0.75	0.426	1.239	4.303	0	1.261	5.563	2.058	2.885	1.315	3.443	0.685	0	1.575	5.762	0	4.372	0.44	4.095	0.126	2.074	5.168	5.566	7.807	13.766	0.829	0.67	3.839	1.592	1.822	0.235
SLX4	14.22	11.239	11.222	7.892	16.573	17.519	28.07	14.081	2.653	1.037	9.466	15.946	9.581	10.067	12.477	4.975	11.632	13.452	7.324	7.538	11.534	4.206	6.03	19.536	11.3	7.435	10.26	12.328	8.48	12.972	9.469	25.393	10.22	16.082	8.473
GLRA4	0	0.576	1.236	3.655	1.82	0.27	0	0.13	0	0	3.171	0	0	0	0	0	0	0.355	0	0	0.096	0	0	0	1.659	0	0	0	0	0.42	1.868	0	0	0	0
ENTPD8	0	0	0	0	0	0	0	0	0	0	0	0	0	1.037	0	0	0	0	0	0	0	0	0	0	0	7.942	0	0	0	0	0	0	0	0.492	0
RPL14	201.099	273.565	85.304	158.075	85.223	155.872	100.406	366.703	498.317	332.875	173.648	422.402	499.169	314.5	444.547	295.099	451.643	194.58	333.63	354.479	200.366	345.826	692.011	530.552	145.603	573.38	506.935	730.735	465.485	127.938	159.363	112.587	263.206	279.248	543.282
BEND4	9.94	0.25	0.819	1.051	1.818	1.982	4.36	2.297	10.22	0.967	1.838	12.95	4.382	2.739	1.423	1.778	0	1.046	0.791	0.146	1.436	3.997	0	0	1.073	3.299	11.912	0	6.088	1.63	0.369	1.041	0.167	2.388	0
FAM78B	0	0	0	0	0	0	0	0	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF563	1.87	5.726	0.866	1.23	1.513	1.547	2.584	2.977	13.156	0.305	0	10.998	8.111	6.626	8.928	2.239	0	0	11.332	0.809	1.197	1.55	1.637	0	1.85	0	7.883	0	0	2.81	2.111	1.282	0.514	2.451	26.705
TMC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBF1	0.043	2.445	0.633	0.274	0.032	0.073	1.658	0.052	0.57	0	0.171	0.254	2.582	1.857	0	1.333	0	1.864	0.832	0.114	1.402	1.599	7.005	0	0.447	2.248	0	0	0	0.679	0.137	0.543	0	0	3.605
KLRG2	0	0	0	0.084	0.098	0	0	0	0	0	0	0	0	0	0	0	1.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASTL	0	0	0	0	0	3.255	0.431	0	0	0	0	0	0	0	0	0.714	0	3.063	0	0	0	0	0	0	0	0	15.732	0	0	0	0	0	0	0	0
MSL1	39.247	30.832	12.851	10.386	17.093	28.784	31.382	42.997	68.845	57.948	36.325	68.158	55.049	84.99	53.264	40.702	72.371	68.591	98.076	45.504	38.559	55.044	49.953	34.561	31.741	54.221	27.219	43.072	61.662	33.069	19.434	21.101	38.182	33.583	74.355
AC099489.1	2.415	2.385	0.242	0.031	0	0.57	1.796	2.805	1.595	10.193	11.226	4.983	0	40.884	0	0.373	0.264	3.892	20.883	0	2.659	0.206	0	4.275	0.532	0	0.297	0	0	0.523	0.115	0	2.373	0.58	0
LRRK2	34.542	33.101	4.271	3.428	12.836	21.097	19.282	22.423	34.218	43.711	21.424	40.29	24.268	50.231	47.441	21.109	24.631	65.953	81.62	34.379	17.586	36.212	35.719	12.676	18.324	19.163	22.567	51.124	69.443	15.928	18.056	7.848	25.87	33.827	6.835
BSX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSYN2	0	1.423	0.763	6.982	0	4.665	0	0	0	4.636	0.696	0	0	0	0	11.199	0	0	0	0	5.651	0.876	0	0	1.11	0	0	1.291	0	3.112	1.364	0.207	7.803	0	0
TRMT2B	27.262	25.628	6.524	15.675	7.383	13.579	15.102	21.078	33.441	50.602	26.912	24.673	15.111	26.101	15.73	26.729	5.867	10.352	33.862	17.611	21.399	17.075	21.293	15.744	12.063	2.902	23.181	4.101	12.906	6.06	12.995	11.03	23.999	28.91	7.181
HACD4	154.923	82.431	163.229	104.077	193.741	83.591	175.94	106.513	17.455	77.807	186.72	35.068	15.064	24.066	44.439	79.262	47.603	98.17	22.257	48.077	113.889	31.377	11.831	12.909	211.979	15.061	26.406	21.758	21.023	133.699	166.972	52.46	40.054	110.403	31.816
CFAP126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NYX	0	0	0	0	0	0	0.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM120AOS	19.328	15.988	5.833	3.958	7.047	9.117	10.573	11.347	23.77	22.535	21.094	17.213	31.004	22.696	31.432	16.523	23.083	14.409	20.679	12.815	12.375	23.652	6.97	21.778	13.609	24.517	32.568	16.734	31.804	8.223	11.297	7.466	15.936	21.043	18.334
UTS2B	0	0	0	0	0.056	0	0.062	1.284	0.059	2.823	0	0	4.038	0.382	0	0.613	0	0	0	7.047	0.409	0	0	0	0	0	0	0	0	0.742	0.12	0.474	1.14	2.175	0
C9orf152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOC2L	16.393	14.687	3.683	5.422	3.928	8.13	11.57	5.834	18.657	20.288	5.782	34.227	16.717	27.114	21.04	15.134	14.986	9.495	23.49	22.274	14.198	27.74	22.962	29.518	10.801	7.223	24.839	34.449	34.272	7.842	8.762	2.307	34.477	12.598	24.824
MSANTD1	0	0.166	0.059	0.39	0.057	0.065	0	0	1.733	0.058	0	0	0.03	0.227	0	1.125	0	0.192	0.318	0	0.694	0	0	0.574	0.249	0	0	0	0	0	0.245	0	0.484	1.109	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NELFB	38.534	26.957	22.354	15.501	15.727	20.591	28.591	21.076	29.772	51.803	32.487	33.003	23.897	27.424	57.773	28.97	71.92	39.435	26.879	45.064	17.295	32.616	16.052	94.434	26.079	63.798	58.711	24.818	75.876	18.641	23.3	16.577	30.645	24.829	118.716
SLC15A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC66	0.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF292	37.864	47.221	22.987	24.111	22.79	25.577	29.868	27.24	27.808	32.237	21.169	25.64	33.577	52.516	42.743	27.053	27.568	32.308	44.132	22.52	35.724	25.089	20.817	20.948	22.929	25.173	32.68	28.836	34.04	21.941	32.85	30.94	15.829	32.849	12.076
HUS1B	0	0	0	0	0	0	3.242	0	0	0	0	0	0	0.239	0	1.613	0	0	0	0.749	0	0	0	0	0.367	0	0	0	0	0	0	0	0	0	0
KCTD21	15.18	7.34	2.046	1.593	2.431	3.761	4.161	7.295	36.955	5.899	2.073	7.813	26.63	7.237	10.539	6.975	14.983	9.85	16.712	24.527	3.148	10.666	4.74	4.787	6.054	15.098	10.701	14.399	4.805	4.804	5.772	3.946	4.041	4.692	20.59
SBSN	0	0	0	0	0.434	0	0	0	0	0	0	0.123	0	0	0	0	0	0	0	0	0	0.556	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT2	8.162	4.478	5.343	1.541	1.231	3.888	4.267	1.452	2.83	0.666	1.711	0.136	1.912	6.488	0	3.851	3.279	1.715	0.595	6.564	1.79	0	0.229	0.886	1.731	0	4.397	13.846	1.144	2.868	2.641	6.106	1.122	2.918	2.705
KIR2DL4	1.235	0	0	0	0	1.278	1.377	0	0	0	0	0	0	0	0	2.191	24.381	0	0	1.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VHLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF567	7.192	7.001	7.736	6.435	1.915	3.782	5.225	8.336	17.386	0.046	2.355	1.087	3.775	15.611	17.31	13.096	27.421	5.362	2.935	18.043	9.323	17.869	0.058	1.406	8.045	20.14	6.748	0	8.254	1.452	7.926	1.932	16.263	9.454	3.424
NDUFA4	93.589	69.247	75.218	47.977	42.521	43.633	41.183	50.009	48.984	67.116	46.707	74.776	70.66	41.407	50.914	64.877	37.171	74.97	53.459	31.024	86.327	42.511	58.352	20.958	42.007	113.827	35.032	30.398	30.444	45.966	73.312	39.529	90.329	39.639	29.114
ANKDD1B	1.384	0.954	2.251	1.177	6.291	3.425	3.683	0.43	2.608	0	3.209	0	0	3.95	0	1.796	0	2.349	2.271	0	1.755	8.141	0	0	4.121	0	6.432	0	1.717	2.782	2.25	5.276	1.781	1.274	0
ALKBH2	0	5.134	0.294	1.287	2.163	3.847	1.14	1.851	3.153	15.851	0	28.094	29.652	14.336	0	7.424	5.079	6.743	2.329	14.978	5.609	13.01	19.631	44.276	1.479	13.8	8.238	1.911	0	2.246	5.854	0.399	1.917	3.047	17.66
RNFT1	1.253	10.053	4.617	1.355	1.584	5.4	2.235	4.052	0	10.871	4.74	0.288	4.305	5.046	4.868	5.836	1.867	3.407	1.02	0	1.928	0	1.452	1.36	1.882	0	5.167	0	0	5.044	0.816	1.88	2.153	0.411	0
RNF222	0	0	0	0	0	0	0	0	11.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595	0	0	0
CGB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RELN	0.176	0.756	0.018	0.233	0.46	0	0.019	0	0.036	0	1.077	0	2.17	0.368	1.024	0.019	0	0.115	0.021	0	0	0.436	0.022	0	0.387	0	0	0	0.041	0	0.329	0.217	0.058	0.11	3.583
FAM111B	3.208	3.49	1.567	1.002	3.178	1.774	0.369	3.52	0.292	0	0.199	0.95	0.651	3.805	2.359	2.262	9.786	2.061	2.14	1.59	8.143	9.069	4.47	29.687	1.364	17.405	10.272	0.113	0	1.184	0.957	1.418	0	7.225	3.769
APOD	0.352	0.999	1.327	0	0	0	1.729	0.08	3.492	154.836	0	0	33.509	0	0	2.365	19.493	6.479	0	0	0	4.018	0	0	0.514	0	9.771	0	19.15	0.26	0	0	5.329	32.397	80.257
H1F0	180.429	215.723	299.48	157.672	101.172	239.302	215.481	139.981	124.944	120.737	165.772	212.166	236.435	139.328	176.884	290.735	135.451	113.837	62.901	268.958	190.238	166.76	126.179	236.493	338.864	135.823	99.355	190.627	123.233	236.018	211.789	112.926	204.772	169.091	79.365
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LITAF	242.673	185.614	19.983	40.671	36.268	81.787	58.119	114.054	287.389	150.179	102.756	312.159	235.591	205.151	160.326	181.721	232.752	176.225	274.154	172.345	95.379	192.117	211.054	192.788	97.785	152.878	174.844	190.71	270.02	67.091	74.998	41.489	186.536	100.395	210.359
VSTM1	18.809	8.479	0	3.278	0.767	1.393	0	17.974	0	2.785	14.47	21.241	51.422	12.904	0	4.034	4.704	5.495	13.284	12.206	1.679	10.21	0	0	4.017	0	0	0	6.573	4.068	6.909	3.898	13.54	4.967	0
TMEM120A	15.075	11.302	1.572	2.86	0.863	2.574	8.439	9.727	31.862	46.259	16.999	21.559	34.003	30.548	21.374	8.868	9.531	36.364	36.715	54.089	5.645	16.576	20.315	34.716	3.391	17.003	30.295	24.764	7.708	8.013	9.027	0.914	10.992	6.988	0
ARID2	34.132	35.544	38.64	40.473	26.66	38.585	34.134	26.066	33.788	20.182	19.105	66.768	24.528	38.87	33.201	31.603	33.724	22.978	22.777	26.721	25.378	25.09	40.912	17.603	31.306	37.73	41.841	11.837	48.316	31.952	22.412	38.311	23.712	27.735	35.483
FAM25G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3B3	49.784	30.392	8.828	12.892	12.175	23.037	20.029	33.303	52.706	16.557	23.721	49.125	31.481	27.481	42.654	28.559	36.209	24.555	22.649	47.652	23.241	35.273	71.137	54.359	20.572	46.101	36.431	35.204	39.206	15.739	18.498	10.657	26.159	26.521	38.947
PRSS48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOC1S3	17.247	7.937	3.364	4.699	4.363	3.58	11.485	5.167	7.955	31.716	3.813	19.452	53.513	17.552	17.36	4.074	0.992	16.289	25.402	32.643	1.475	22.039	17.582	32.289	9.033	23.203	4.514	118.028	34.641	6.217	4.855	5.82	6.861	8.376	0
SP6	0.238	0.269	0	0.136	0	0	0	0	0	0	0	6.303	0.561	0	0	1.738	0	0.414	0	0	0	3.859	0	0	0.923	1.402	0	19.653	0	0	0	0	1.796	1.37	0
ANKRD34B	0	0	0	0	0.214	0.243	0.708	0	0	10.695	0.953	0	0	1.339	0	0.293	0	0	0	0	0	4.593	0	0	0.094	0.251	0	0	0	0	0	0	1.273	0	0
PLAC9	13.896	0	0.542	0	0	1.974	0	0	19.106	78.532	0	0	0	3.754	0	2.285	9.594	0	0	0.826	0	0	8.179	0	5.158	0	0	0	9.93	0	0	3.68	7.081	27.011	0
FAM47B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAPL	0	0	0	0.337	1.708	3.733	1.159	6.142	0	0	0	0	0.558	0.598	0	1.873	35.485	0	3.904	0	1.12	0.337	12.71	1.234	3.903	0	0	0	0	0	0.846	0.557	0	5.96	0
FSCB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN4	0	0	0	0	0.046	0	0.404	0	0	0.693	0	0	0	0.052	0	2.561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF573	9.104	6.084	0.574	1.022	2.664	0.365	2.278	5.536	1.059	7.834	1.882	9.651	7.899	6.792	1.739	0.906	7.498	6.174	7.051	0	3.187	15.119	3.566	8.44	3.531	40.222	2.15	9.613	0.657	5.485	0.789	7.008	2.185	5.953	4.83
GRAPL	18.759	3.942	0	0	0	0	1.99	0.784	0	0	0	0	0.113	0	0	0.815	0	0	0	0	0	4.761	0	0	0	0	0	0	0	1.127	0.228	0	11.185	0	0
FAM47E	0	0.676	0	0	0	0.129	0.025	0.074	0	0	2.058	0.18	0	0.103	1.463	0	0	0	0.757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPT1	74.231	50.457	12.543	12.358	11.672	21.362	21.691	45.106	62.785	53.673	38.819	64.631	54.446	53.033	54.858	60.106	55.985	42.33	65.601	32.614	21.577	87.588	107.508	60.667	26.12	16.248	100.322	46.533	51.247	22.097	23.152	21.121	41.149	31.885	61.124
ZNF527	0.496	0.17	0.139	0.487	0.301	1.331	0.885	2.469	13.006	0.304	0.387	2.052	4.76	1.294	0.745	2.055	5.217	1.949	0.373	0	0.611	5.915	4.855	0	0.351	0	9.552	0.476	4.385	1.243	1.077	1.135	1.592	0.651	0
ZAR1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A13	0.262	0.283	0.101	0.166	0	2.209	0.643	0	15.069	0.49	0	0	20.428	0.221	0.757	1.279	9.067	0.109	1.323	0.116	0.71	9.087	0	1.695	0.17	0.759	1.174	8.295	0	0.516	0.834	0	2.311	0.63	0
ZNF33A	41.549	53.651	32.097	25.347	38.251	36.175	38.081	47.253	86.047	42.329	31.077	35.053	49.872	62.268	41.534	46.988	96.847	40.248	45.896	75.908	33.662	56.799	52.177	28.069	35.661	51.748	81.024	74.171	36.76	32.515	37.295	25.843	46.587	33.021	101.063
OR14I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH18	0.029	1.196	0.235	0	0.032	0	0	0	0	2.601	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	0.069	0.137	0	0	0
DCAF8L2	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0
ZNF600	5.449	7.698	1.191	2.064	2.382	8.434	4.703	10.98	11.372	3.683	5.04	28.136	7.42	11.469	12.19	13.055	15.868	1.247	18.722	12.129	6.55	12.596	15.981	15.555	7.348	28.772	10.182	4.65	6.115	3.693	6.438	5.505	14.919	4.008	10.685
BTBD8	2.671	5.03	2.246	3.692	1.532	2.239	2.344	1.539	3.276	3.377	1.365	0.284	0.764	2.348	0	0.549	0	2.032	4.297	1.375	1.256	2.003	2.348	0.294	0.874	0	9.115	0	0	3.07	5.973	1.193	1.169	0.608	0
LINC00994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707	0	0	0	0	0	0	0	0	0	0
MAOA	12.293	6.862	1.055	0.367	1.948	2.568	1.546	3.802	7.347	2.595	4.372	17.17	10.836	1.418	11.148	3.588	3.874	3.666	11.045	11.298	3.557	7.735	15.52	21.268	2.45	25.542	6.002	25.017	3.62	3.205	3.846	0.33	2.25	5.302	2.634
PAX8-AS1	0.235	1.488	1.869	1.131	1.796	1.048	1.374	0.429	2.795	3.234	3.386	2.521	1.284	1.617	0	0.588	3.137	2.123	0.278	1.423	0.759	1.421	1.603	3.161	0	0.039	0	1.039	0	1.489	0	0	2.16	1.454	2.341
C15orf61	2.213	2.313	0.699	1.8	0.09	2.035	1.233	0.771	7.176	3.434	7.654	3.407	0	2.037	4.735	1.522	2.747	1.906	3.768	2.075	0.817	2.294	0	7.385	0.626	0.07	0	0	0.427	2.613	3.074	0	8.669	5.222	5.044
AC069277.1	0.064	0	0	0.549	0	1.295	0	0	0	0	0	5.179	25.109	0.567	0	0	0	0	0	0	1.214	0	0	0	0	0	0	0	0.17	4.159	0	0	9.682	0.462	0
NUGGC	3.765	9.858	2.152	0	0	3.091	3.537	4.327	28.496	7.741	0	3.646	7.912	4.765	14.174	6.143	4.34	6.155	14.816	7.564	4.37	6.48	0.069	0	1.045	18.002	26.126	10.502	7.128	1.732	3.152	2.306	0.739	7.403	3.269
LINC00943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPYL1	88.943	89.022	36.806	32.294	42.807	75.641	56.305	71.838	167.221	76.594	71.446	63.104	92.25	111.966	153.643	66.24	73.204	58.103	50.182	67.569	50.207	132.868	122.055	113.515	48.985	166.274	64.25	63.291	72.194	83.339	60.037	54.063	63.797	63.36	86.087
SPANXN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64B	0	1.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602
PNRC2	242.3	259.622	112.707	113.302	90.994	175.424	114.705	227.369	315.996	182.088	109.595	407.292	314.441	259.634	263.617	181.838	322.198	153.403	224.597	356.543	157.158	276.252	312.775	277.642	206.479	362.438	299.278	399.686	325.491	134.498	148.698	145.831	165.873	183.3	259.617
DRICH1	0	0	0.689	4.104	0	0	0	0	0	0	0	0	0	2.446	12.34	0	0	0	3.891	0	0.403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHIT	2.492	4.669	1.319	4.675	1.148	1.98	4.888	1.429	0.539	5.755	10.826	0	0.588	1.982	0	1.997	0.049	1.331	2.353	0	2.603	4.565	1.613	3.134	1.868	0	0.12	0	9.244	4.098	2.635	3.189	2.018	5.388	0
ALKAL2	0	4.221	2.047	0.673	5.8	0	4.875	0	0	0	0	3.908	0	0	0	4.311	0	0	0.974	0	0.239	0	0	0	0	0	0	0	0	0	0.633	0.833	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0.468	0	0.622	1.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZKSCAN3	0	5.956	1.621	2.816	1.112	1.466	2.059	0.584	1.072	5.926	1.466	10.508	4.627	8.045	0.198	3.316	0.601	1.694	0	5.233	0.325	5.754	16.983	9.665	1.476	1.319	0.269	0	15.364	1.416	2.768	1.131	1.209	1.153	0
FOXR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP7A	30.496	40.511	4.449	9.884	8.337	10.252	9.071	25.049	56.822	53.835	17.29	26.128	41.223	54.318	49.229	44.89	24.739	2.837	13.259	38.877	19.909	77.107	39.955	71.12	15.67	42.003	57.929	63.362	25.012	36.822	13.702	10.509	34.953	23.59	19.815
LIN54	67.638	74.759	69.6	27.113	81.504	41.729	42.961	44.54	21.47	49.909	41.543	27.252	11.621	45.431	52.049	31.959	36.092	52.687	69.531	38.387	29.515	16.181	33.575	23.133	59.653	24.588	42.099	43.13	25.699	45.177	57.096	45.449	43.028	55.263	6.453
AC073349.1	0	0	0	0.173	0	0	0	0	0	9.824	0	0	0	0.692	0	0	0	0	3.264	0	0.247	0	0	0	1.771	0	0	0	0	0	0.87	0	2.067	0	0
FAM53B	61.465	22.277	7.469	5.076	5.734	16.305	24.423	31.339	82.258	24.43	20.6	38.308	54.418	30.777	23.443	28.782	63.251	15.698	25.774	24.425	18.364	40.966	50.179	53.736	20.032	49.35	45.518	5.927	26.436	14.857	15.038	6.252	21.869	16.945	38.779
FAM180A	0	0	0	0	0	0	0	0	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf222	0	0	0	0	0.115	0	0	0	0	0	0	0	0	1.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
